=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,20029606,$455,$455,$455,,$455,,,,0.45496,Beverages,1,,31.5625,32,,1/1/2012,,1,1.84192,8/1/2013 12:00:00 AM,0.45496,, ,Above Budget,"$1,842",,-0.45496,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1841.92,$115,Soda,Beverages,Stores,HCHS,JL,,,,,,,,"$3,684","$3,684",Grand Rapids,,,0.45496,,29079,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,32,1010,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30012768,"$3,353","$3,353","$3,353",,"$3,353",,,,3.35322,Beverages,1,,30.220472441,63.5,,1/1/2012,,1,5.321145,8/1/2013 12:00:00 AM,3.35322,, ,Above Budget,"$5,321",,-3.35322,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5321.145,$228,Soda,Beverages,Stores,Benedict,JL,,,,,,,,"$14,455","$14,455",Portland,,,3.35322,,44933,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,63.5,1919,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$40,$40,$40,,$40,,,,0.03957,Beverages,1,,10.583333333,12,,1/1/2012,,1,0.058725,8/1/2013 12:00:00 AM,0.03957,, ,Above Budget,$59,,-0.03957,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,58.725,$10,Soda,Beverages,Stores,Ra Co Amo,JL,,,,,,,,$119,$119,Rancho Cordova,,,0.03957,,30475,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,12,127,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$19,$19,$19,,$19,,,,0.01949,Beverages,1,,2,5269.5,,1/1/2012,,1,10.539,8/1/2013 12:00:00 AM,0.01949,, ,Above Budget,"$10,539",,-0.01949,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10539,$2,Soda,Beverages,Stores,Hetrick Systems,JL,,,,,,,,"$10,539","$10,539",Sacramento,,,0.01949,,15046,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5269.5,10539,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Beverages,1,,14.6,5,,1/1/2012,,1,0.3422,8/1/2013 12:00:00 AM,0,, ,Above Budget,$342,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,342.2,$68,Soda,Beverages,Stores,Homebound,JL,,,,,,,,$342,$342,Schertz,,,0,,14725,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5,73,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009656,$12,$12,$12,,$12,,,,0.01227,Beverages,1,,16.181818182,5.5,,1/1/2012,,1,0.031295,8/1/2013 12:00:00 AM,0.01227,, ,Above Budget,$31,,-0.01227,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,31.295,$6,Soda,Beverages,Stores,DCS Laboratory,JL,,,,,,,,$31,$31,Trinity Center,,,0.01227,,15021,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,89,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20029606,"$1,332","$1,332","$1,332",,"$1,332",,,,1.33198,Beverages,1,,12.075,80,,1/1/2012,,1,31.384,8/1/2013 12:00:00 AM,1.33198,, ,Above Budget,"$31,384",,-1.33198,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,31384,$484,Flavored Drinks,Beverages,Stores,HCHS,JL,,,,,,,,"$38,713","$38,713",Grand Rapids,,,1.33198,,29081,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,80,966,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009676,$0,$0,$0,,$0,,,,0,Beverages,1,,2,73,,1/1/2012,,1,4.76179,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$4,762",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,4761.79,$65,Flavored Drinks,Beverages,Stores,Deak-Perera Group.,JL,,,,,,,,"$4,762","$4,762",Kalamazoo,,,0,,14287,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,73,146,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,"$1,047","$1,047","$1,047",,"$1,047",,,,1.04743,Beverages,1,,,0,,1/1/2012,,1,,8/1/2013 12:00:00 AM,1.04743,, ,Above Budget,,,-1.04743,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,0,$92,Flavored Drinks,Beverages,Stores,Ra Co Amo,JL,,,,,,,,,$0,Rancho Cordova,,,1.04743,,14430,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,0,806,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30049764,$0,$0,$0,,$0,,,,0,Beverages,1,,18.578947368,76,,1/1/2012,,1,32.09404,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$32,094",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,32094.04,$936,Flavored Drinks,Beverages,Stores,Homebound,JL,,,,,,,,"$71,150","$71,150",Schertz,,,0,,43989,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,76,1412,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014803,$112,$112,$112,,$112,,,,0.11213,Beverages,1,,2,55.5,,1/1/2012,,1,1.361415,8/1/2013 12:00:00 AM,0.11213,, ,Above Budget,"$1,361",,-0.11213,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1361.415,$25,Coffee,Beverages,Stores,HCHS,JL,,,,,,,,"$1,361","$1,361",Grand Rapids,,,0.11213,,14511,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55.5,111,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009676,"$34,519","$34,519","$34,519",,"$34,519",,,,34.5192,Beverages,1,,30.002663116,751,,1/1/2012,,1,65.42712,8/1/2013 12:00:00 AM,34.5192,, ,Above Budget,"$65,427",,-34.5192,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,65427.12,$87,Coffee,Beverages,Stores,Deak-Perera Group.,JL,,,,,,,,"$65,427","$65,427",Kalamazoo,,,34.5192,,14289,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,751,22532,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023471,$66,$66,$66,,$66,,,,0.0657,Beverages,1,,4,56,,1/1/2012,,1,0.97328,8/1/2013 12:00:00 AM,0.0657,, ,Above Budget,$973,,-0.0657,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,973.28,$17,Coffee,Beverages,Stores,Road Warrior International,JL,,,,,,,,$973,$973,Odessa,,,0.0657,,15613,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,56,224,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$94,$94,$94,,$94,,,,0.09362,Beverages,1,,27.265822785,39.5,,1/1/2012,,1,0.238075,8/1/2013 12:00:00 AM,0.09362,, ,Above Budget,$238,,-0.09362,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,238.075,$20,Coffee,Beverages,Stores,Ra Co Amo,JL,,,,,,,,$791,$791,Rancho Cordova,,,0.09362,,29460,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,39.5,1077,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30063552,$718,$718,$718,,$718,,,,0.71843,Beverages,1,,21.318764130,663.5,,1/1/2012,,1,11.655775,8/1/2013 12:00:00 AM,0.71843,, ,Above Budget,"$11,656",,-0.71843,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,11655.775,$227,Juice,Beverages,Stores,Pacific Sierra Research,JL,,,,,,,,"$150,369","$150,369",Aurora,,,0.71843,,42439,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,663.5,14145,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,50112280,$854,$854,$854,,$854,,,,0.85413,Beverages,1,,2.080385852,311,,1/1/2012,,1,25.457505,8/1/2013 12:00:00 AM,0.85413,, ,Above Budget,"$25,458",,-0.85413,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,25457.505,$407,Juice,Beverages,Stores,Ra Co Amo,JL,,,,,,,,"$126,533","$126,533",Rancho Cordova,,,0.85413,,73517,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,311,647,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$8,$8,$8,,$8,,,,0.00816,Beverages,1,,2,60.5,,1/1/2012,,1,0.194205,8/1/2013 12:00:00 AM,0.00816,, ,Above Budget,$194,,-0.00816,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,194.205,$3,Juice,Beverages,Stores,Hetrick Systems,JL,,,,,,,,$194,$194,Sacramento,,,0.00816,,14839,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,121,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30049764,$0,$0,$0,,$0,,,,0,Beverages,1,,6.889683350,1958,,1/1/2012,,1,38.5403,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$38,540",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,38540.3,$55,Juice,Beverages,Stores,Homebound,JL,,,,,,,,"$108,140","$108,140",Schertz,,,0,,44081,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1958,13490,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30044409,$402,$402,$402,,$402,,,,0.40192,Breakfast Foods,1,,2.759562842,183,,1/1/2012,,1,2.43236,8/1/2013 12:00:00 AM,0.40192,, ,Above Budget,"$2,432",,-0.40192,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2432.36,$45,Cereal,Breakfast Foods,Stores,HCHS,JL,,,,,,,,"$8,198","$8,198",Grand Rapids,,,0.40192,,43597,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,183,505,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10023471,$36,$36,$36,,$36,,,,0.0364,Breakfast Foods,1,,5.981981982,55.5,,1/1/2012,,1,1.28538,8/1/2013 12:00:00 AM,0.0364,, ,Above Budget,"$1,285",,-0.0364,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1285.38,$23,Cereal,Breakfast Foods,Stores,Road Warrior International,JL,,,,,,,,"$1,285","$1,285",Odessa,,,0.0364,,15614,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55.5,332,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10004256,$21,$21,$21,,$21,,,,0.02149,Breakfast Foods,1,,18,5.5,,1/1/2012,,1,0.07315,8/1/2013 12:00:00 AM,0.02149,, ,Above Budget,$73,,-0.02149,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,73.15,$13,Cereal,Breakfast Foods,Stores,Benedict,JL,,,,,,,,$73,$73,Portland,,,0.02149,,14973,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,99,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$364,$364,$364,,$364,,,,0.36448,Breakfast Foods,1,,3.430830040,126.5,,1/1/2012,,1,1.910925,8/1/2013 12:00:00 AM,0.36448,, ,Above Budget,"$1,911",,-0.36448,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1910.925,$52,Cereal,Breakfast Foods,Stores,Ra Co Amo,JL,,,,,,,,"$6,617","$6,617",Rancho Cordova,,,0.36448,,43179,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,126.5,434,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$11,$11,$11,,$11,,,,0.01079,Breakfast Foods,1,,7.963302752,54.5,,1/1/2012,,1,0.487775,8/1/2013 12:00:00 AM,0.01079,, ,Above Budget,$488,,-0.01079,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,487.775,$9,Cereal,Breakfast Foods,Stores,Hetrick Systems,JL,,,,,,,,$488,$488,Sacramento,,,0.01079,,14841,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,54.5,434,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,360597168,$109,$109,$109,,$109,,,,0.10941,Breakfast Foods,1,,3.868366068,2393,,1/1/2012,,1,5.001305,8/1/2013 12:00:00 AM,0.10941,, ,Above Budget,"$5,001",,-0.10941,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5001.305,$77,Cereal,Breakfast Foods,Stores,Homebound,JL,,,,,,,,"$183,088","$183,088",Schertz,,,0.10941,,541583,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,2393,9257,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022750,$223,$223,$223,,$223,,,,0.2234,Breakfast Foods,1,,2,59.5,,1/1/2012,,1,0.05831,8/1/2013 12:00:00 AM,0.2234,, ,Above Budget,$58,,-0.2234,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,58.31,$1,Cereal,Breakfast Foods,Stores,Ready-to-Run,JL,,,,,,,,$58,$58,Watervliet,,,0.2234,,14760,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,59.5,119,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,"$1,708","$1,708","$1,708",,"$1,708",,,,1.70808,Canned Foods,1,,0.400981997,611,,1/1/2012,,1,15.22001,8/1/2013 12:00:00 AM,1.70808,, ,Above Budget,"$15,220",,-1.70808,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,15220.01,$25,Anchovies,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$15,220","$15,220",Rancho Cordova,,,1.70808,,15268,Other,Canned Foods,Anchovies,Canned Anchovies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,611,245,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$106,$106,$106,,$106,,,,0.10597,Canned Foods,1,,2,95.5,,1/1/2012,,1,2.2538,8/1/2013 12:00:00 AM,0.10597,, ,Above Budget,"$2,254",,-0.10597,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2253.8,$24,Clams,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$2,254","$2,254",Rancho Cordova,,,0.10597,,15244,Other,Canned Foods,Clams,Canned Clams,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,95.5,191,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$274,$274,$274,,$274,,,,0.27444,Canned Foods,1,,2,1594,,1/1/2012,,1,8.54976,8/1/2013 12:00:00 AM,0.27444,, ,Above Budget,"$8,550",,-0.27444,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8549.76,$63,Oysters,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$100,486","$100,486",Rancho Cordova,,,0.27444,,44577,Other,Canned Foods,Oysters,Canned Oysters,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1594,3188,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Canned Foods,1,,2,94,,1/1/2012,,1,5.54976,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$5,550",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5549.76,$59,Oysters,Canned Foods,Stores,Homebound,JL,,,,,,,,"$5,550","$5,550",Schertz,,,0,,14727,Other,Canned Foods,Oysters,Canned Oysters,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,94,188,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,"$8,571","$8,571","$8,571",,"$8,571",,,,8.571,Canned Foods,1,,22,329,,1/1/2012,,1,26.91878,8/1/2013 12:00:00 AM,8.571,, ,Above Budget,"$26,919",,-8.571,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,26918.78,$82,Sardines,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$26,919","$26,919",Rancho Cordova,,,8.571,,15227,Other,Canned Foods,Sardines,Canned Sardines,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,329,7238,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$703,$703,$703,,$703,,,,0.70292,Canned Foods,1,,22,329,,1/1/2012,,1,26.91878,8/1/2013 12:00:00 AM,0.70292,, ,Above Budget,"$26,919",,-0.70292,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,26918.78,$82,Sardines,Canned Foods,Stores,Hetrick Systems,JL,,,,,,,,"$26,919","$26,919",Sacramento,,,0.70292,,15280,Other,Canned Foods,Sardines,Canned Sardines,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,329,7238,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,"$1,898","$1,898","$1,898",,"$1,898",,,,1.898,Canned Foods,1,,5.806886228,668,,1/1/2012,,1,8.21824,8/1/2013 12:00:00 AM,1.898,, ,Above Budget,"$8,218",,-1.898,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8218.24,$37,Shrimp,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$24,455","$24,455",Rancho Cordova,,,1.898,,31012,Other,Canned Foods,Shrimp,Canned Shrimp,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,668,3879,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20033176,$0,$0,$0,,$0,,,,0,Canned Foods,1,,11.814977974,113.5,,1/1/2012,,1,12.172895,8/1/2013 12:00:00 AM,0,, ,Above Budget,"$12,173",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,12172.895,$238,Shrimp,Canned Foods,Stores,Homebound,JL,,,,,,,,"$27,056","$27,056",Schertz,,,0,,30235,Other,Canned Foods,Shrimp,Canned Shrimp,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,113.5,1341,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40084736,$178,$178,$178,,$178,,,,0.17831,Canned Foods,1,,2.413323240,660.5,,1/1/2012,,1,5.95797,8/1/2013 12:00:00 AM,0.17831,, ,Above Budget,"$5,958",,-0.17831,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5957.97,$34,Soup,Canned Foods,Stores,Pacific Sierra Research,JL,,,,,,,,"$22,748","$22,748",Aurora,,,0.17831,,56027,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,660.5,1594,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10014803,$107,$107,$107,,$107,,,,0.10743,Canned Foods,1,,22.666666667,4.5,,1/1/2012,,1,0.046755,8/1/2013 12:00:00 AM,0.10743,, ,Above Budget,$47,,-0.10743,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,46.755,$10,Soup,Canned Foods,Stores,HCHS,JL,,,,,,,,$47,$47,Grand Rapids,,,0.10743,,14550,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,4.5,102,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20051556,$204,$204,$204,,$204,,,,0.20414,Canned Foods,1,,2,1037,,1/1/2012,,1,7.16567,8/1/2013 12:00:00 AM,0.20414,, ,Above Budget,"$7,166",,-0.20414,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,7165.67,$14,Soup,Canned Foods,Stores,ValiCert,JL,,,,,,,,"$14,331","$14,331",Pomona,,,0.20414,,29259,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1037,2074,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10004256,$82,$82,$82,,$82,,,,0.08222,Canned Foods,1,,2,5,,1/1/2012,,1,0.09265,8/1/2013 12:00:00 AM,0.08222,, ,Above Budget,$93,,-0.08222,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,92.65,$19,Soup,Canned Foods,Stores,Benedict,JL,,,,,,,,$93,$93,Portland,,,0.08222,,14976,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5,10,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40089824,$783,$783,$783,,$783,,,,0.78326,Canned Foods,1,,35.046770601,224.5,,1/1/2012,,1,5.464065,8/1/2013 12:00:00 AM,0.78326,, ,Above Budget,"$5,464",,-0.78326,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5464.065,$106,Soup,Canned Foods,Stores,Ra Co Amo,JL,,,,,,,,"$23,871","$23,871",Rancho Cordova,,,0.78326,,60160,Other,Canned Foods,Soup,Canned Soup,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,224.5,7868,8/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
